Grizzly ID,Date,Step length,Turning angle,dx,dy
G2,2003-07-23 16:00,941.2467476,2.905020679,-762.4432041,551.9291625
G2,2003-07-24 4:00,63.11896579,1.914108907,-17.64162455,-60.60343988
G2,2003-07-24 8:00,1091.085267,2.409091762,927.299932,574.9625173
G2,2003-07-24 12:00,1034.111229,-1.043015506,913.4060681,-484.845737
G2,2003-07-24 16:00,0.853181846,0.245778932,0.828277222,-0.20463652
G2,2003-07-24 20:00,10.98322616,0.489689306,10.64860628,2.69043512
G2,2003-07-25 0:00,203.0987294,-2.18710539,-73.22244261,-189.440143
G2,2003-07-25 4:00,1276.700172,2.982334591,643.3095836,1102.776546
G2,2003-07-25 12:00,2351.539256,0.207939686,740.0515552,2232.052994
G2,2003-07-25 16:00,1282.139868,-1.666395647,1172.91917,-517.825512
G2,2003-07-25 20:00,159.8894969,1.885993292,16.05026697,159.0818662
G2,2003-07-26 0:00,576.2637687,-2.112366607,461.4870217,-345.1226738
G2,2003-07-26 4:00,1591.447639,-1.787487622,-1204.834913,-1039.74921
G2,2003-07-26 8:00,2456.779102,0.084763337,-1717.381567,-1756.805085
G2,2003-07-26 20:00,45.65675573,0.456031079,-14.27625007,-43.36736132
G2,2003-07-27 0:00,1840.287291,-1.419094325,-1814.893187,304.6638006
G2,2003-07-27 4:00,625.4804256,-2.484542432,551.6662469,294.7712923
G2,2003-07-27 8:00,2744.637424,-0.475751668,2744.329459,41.1146033
G2,2003-07-27 12:00,2276.793434,0.915636253,1360.01851,1825.962211
G2,2003-07-27 16:00,1801.153949,-0.257410365,1408.189879,1123.012382
G2,2003-07-27 20:00,122.2253026,-1.6435172,69.06256997,-100.8433738
G2,2003-07-28 0:00,1.399797843,-0.874716662,-0.379074856,-1.34749258
G2,2003-07-28 4:00,210.9836197,-0.054089694,-68.03250845,-199.7139594
G2,2003-07-28 8:00,3518.128954,-0.456669987,-2486.679219,-2488.706049
G2,2003-07-28 12:00,1903.239809,-0.384682182,-1752.166264,-743.1252613
G2,2003-07-28 16:00,7.461994613,1.358253874,1.398863891,-7.32970282
G2,2003-07-29 0:00,482.9840924,-2.934429762,-186.1877592,445.6542963
G2,2003-07-29 4:00,1633.475259,1.281244271,-1624.273818,-173.1357445
G2,2003-07-29 8:00,3050.181371,-2.245709111,1642.689992,2570.053693
G2,2003-07-29 12:00,1429.350999,0.568496996,0.320249901,1429.350963
G2,2003-07-29 16:00,1730.800242,-0.104886754,181.5910001,1721.247857
G2,2003-07-30 0:00,60.75683735,0.89791803,-43.27869449,42.64209057
G2,2003-07-30 4:00,2453.069671,1.972556221,-901.2971461,-2281.493867
G2,2003-07-30 8:00,3072.987441,0.314449725,-189.7268368,-3067.124963
G2,2003-07-30 12:00,1475.437864,1.739345507,1467.036026,157.2329177
G2,2003-07-30 16:00,2.341002442,0.412059129,2.032927733,1.160817499
G2,2003-07-30 20:00,7.572370217,0.499568196,3.973458832,6.446116321
G2,2003-07-31 0:00,9.00046065,3.021419247,-5.607291279,-7.04035343
G2,2003-07-31 4:00,2309.34627,-0.630958738,-2227.357166,-609.8854403
G2,2003-07-31 8:00,483.6805864,-2.70806316,369.6916788,311.8893591
G2,2003-07-31 12:00,771.2492138,-0.398320424,736.2364008,229.7418375
G2,2003-07-31 16:00,37.85047129,2.442420959,-34.91107664,14.62446256
G2,2003-07-31 20:00,26.66472253,1.221323448,-18.10086318,-19.57973902
G2,2003-08-01 0:00,584.65267,0.799096648,30.92889524,-583.8340072
G2,2003-08-01 4:00,759.7516858,-2.093113611,-677.5798392,343.6687149
G2,2003-08-01 8:00,1013.418078,-2.882924362,991.0012176,-211.9735523
G2,2003-08-01 12:00,603.1914616,-0.276278358,533.0645075,-282.2803044
G2,2003-08-01 16:00,469.9212922,1.719179535,156.1003355,443.2366254
G2,2003-08-02 0:00,2141.726922,2.030250494,-2126.109887,-258.1684712
G2,2003-08-02 8:00,1292.0709,-2.656644487,1062.154396,735.7141073
G2,2003-08-02 12:00,1697.543055,-0.205538555,1563.378254,661.438476
G2,2003-08-02 16:00,2341.747419,-3.1034091,-2120.26403,-994.113381
G2,2003-08-03 12:00,2201.293388,-3.056329055,1906.272489,1100.825952
G2,2003-08-03 16:00,288.2619839,-0.69738138,283.9248005,-49.816453
G2,2003-08-03 20:00,35.62784332,-0.432766015,29.27446946,-20.30636986
G2,2003-08-04 0:00,467.0939837,-1.885588303,-371.9731873,-282.5114821
G2,2003-08-04 4:00,2507.999326,-0.226619586,-2287.020035,-1029.368727
G2,2003-08-04 8:00,1288.517813,2.184633502,1109.108836,-655.8625962
G2,2003-08-04 16:00,9.480111391,-2.884060071,-9.120035714,2.58794524
G2,2003-08-04 20:00,5.725990243,-0.659219297,-3.396900382,4.60955877
G2,2003-08-05 0:00,1327.591816,0.531721761,-1220.718476,521.8682135
G2,2003-08-05 8:00,495.9990237,-1.669530689,238.9812823,434.6297024
G2,2003-08-05 12:00,1712.918362,-1.37589572,1632.400933,-518.995673
G2,2003-08-05 16:00,174.2400392,-0.593885051,108.0754209,-136.6722161
G2,2003-08-05 20:00,3.254148571,2.105335286,1.168171075,3.037245341
G2,2003-08-06 0:00,1837.670025,1.794869581,-1818.88643,262.0749417
G2,2003-08-06 8:00,1726.423258,2.802640242,1529.688789,-800.3683376
G2,2003-08-06 20:00,213.4798037,-1.616892093,-107.5799785,-184.3913631
G2,2003-08-07 4:00,1789.351673,-1.587750626,-1530.027898,927.7898684
G2,2003-08-07 8:00,1653.858933,-2.113349053,1464.55871,768.3209968
G2,2003-08-07 12:00,1741.239696,0.01791818,1527.196869,836.4122211
G2,2003-08-07 16:00,923.4311606,0.28283806,653.9440066,651.9833929
G2,2003-08-08 0:00,104.31244,2.683462727,-98.82618607,-33.38368008
G2,2003-08-08 4:00,4316.192232,0.247623656,-3625.8884,-2341.462939
G2,2003-08-08 8:00,666.3595015,2.285954613,639.99293,-185.5910418
G2,2003-08-08 12:00,658.4154193,-0.070217099,617.9391781,-227.2928432
G2,2003-08-08 16:00,582.431874,0.530417847,573.2341417,103.0994986
G2,2003-08-08 20:00,105.3366338,1.454129473,-6.451665574,105.1388721
G2,2003-08-09 0:00,331.2382449,2.229963515,-248.9277087,-218.5263617
G2,2003-08-09 4:00,1593.14293,-1.121407822,-1466.789155,621.7989802
G2,2003-08-09 8:00,960.7087774,-1.932383101,663.6201683,694.6723165
G2,2003-08-09 12:00,1621.781535,-0.859448486,1619.656867,-82.98782878
G2,2003-08-09 20:00,123.6811139,-2.877544298,-120.8898452,-26.12782535
G2,2003-08-10 4:00,2225.651458,0.059578328,-2143.567074,-598.8694454
G2,2003-08-10 8:00,1785.93978,2.802127246,1781.928927,-119.6252386
G2,2003-08-10 12:00,372.7717132,0.659620927,309.2131823,208.1969213
G2,2003-08-10 16:00,28.13814029,2.670563708,-27.93049945,-3.412057919
G2,2003-08-11 4:00,2039.895645,-0.094169153,-2039.130461,-55.86772534
G2,2003-08-11 8:00,334.4491672,-2.743805816,304.6716216,137.9545159
G2,2003-08-11 12:00,1074.806184,-0.078439787,1010.840427,365.2532878
G2,2003-08-11 16:00,81.1578318,3.122497926,-76.84051038,-26.11761141
G2,2003-08-12 4:00,1371.073356,0.072889523,-1262.557529,-534.5938954
G2,2003-08-12 8:00,141.4762309,1.279208664,15.3826773,-140.6374671
G2,2003-08-12 12:00,1639.659777,1.46465021,1639.653354,4.5894553
G2,2003-08-13 0:00,46.77711193,-2.066967178,-22.15355944,-41.19851945
G2,2003-08-13 4:00,1673.792558,-1.182506183,-1664.559917,175.5614115
G2,2003-08-13 8:00,963.2307299,-2.828891555,942.5447696,198.5517472
G2,2003-08-13 20:00,177.3812081,-1.686843836,16.22044552,-176.6380201
G2,2003-08-14 0:00,165.2549333,-2.795797585,-69.99467975,149.6994916
G2,2003-08-14 4:00,891.4028828,1.444188265,-848.7062713,-272.5743284
G2,2003-08-14 8:00,737.2462356,2.903937972,735.2771061,53.84783383
G2,2003-08-14 12:00,1014.803052,0.295518582,946.633119,365.66511
G2,2003-08-15 4:00,1724.849812,2.952683639,-1697.070915,-308.3134509
G2,2003-08-15 8:00,901.9935383,-2.539687032,640.2112861,635.3911018
G2,2003-08-15 12:00,2547.64724,-0.477973522,2431.099264,761.7498457
G2,2003-08-15 16:00,833.0540812,1.086996249,149.2676723,819.5720006
G2,2003-08-15 20:00,4.923249426,-2.854971292,0.523174842,-4.895372611
G2,2003-08-16 0:00,3876.220891,-1.077152052,-3198.939169,-2189.035539
G2,2003-08-16 8:00,120.0440727,1.206518512,28.04873481,-116.72124
G2,2003-08-16 12:00,1336.676353,1.870708977,1149.391815,682.3504443
G2,2003-08-17 0:00,12.70712659,-1.685255829,5.196389799,-11.59605964
G2,2003-08-17 4:00,1348.611862,-1.530681326,-1207.586563,-600.4070679
G2,2003-08-17 8:00,212.8359783,-3.116429718,188.1351655,99.52041573
G2,2003-08-17 12:00,1160.824285,-0.338977583,1148.204698,170.7014701
G2,2003-08-17 16:00,541.9773616,-0.884423704,401.3873149,-364.1808396
G2,2003-08-18 4:00,1704.178377,-2.472325257,-1700.289566,115.0622914
G2,2003-08-18 8:00,898.2770175,-2.207919338,581.903267,684.3173153
G2,2003-08-18 12:00,891.5876292,-1.432118647,752.5400751,-478.1338055
G2,2003-08-19 0:00,5.701393208,-0.910449143,0.537030501,-5.67604464
G2,2003-08-19 4:00,1281.379197,-1.339141442,-1213.89526,-410.3546581
G2,2003-08-19 8:00,505.1972607,2.801512363,505.1470944,-7.119361309
G2,2003-08-19 12:00,716.822848,2.869637126,-687.6957598,202.2610623
G2,2003-08-20 8:00,700.649057,-1.91695992,414.0349206,565.2293213
G2,2003-08-20 12:00,1287.808328,-0.81162054,1277.442627,163.0663185
G2,2003-08-20 16:00,13.86812446,1.317036378,1.753714589,13.75679327
G2,2003-08-20 20:00,5.786110446,-0.372345017,2.769646307,5.08017061
G2,2003-08-21 0:00,120.9891593,-3.105214198,-54.01219842,-108.2638402
G2,2003-08-21 4:00,2106.966266,-0.655642711,-1895.014938,-920.9914377
G2,2003-08-21 8:00,723.0121126,-3.125110501,644.9832187,326.7157214
G2,2003-08-21 12:00,480.1270651,-0.375070527,478.0163077,44.97119254
G2,2003-08-22 4:00,1028.166666,3.138566003,-1023.933378,-93.20476918
G2,2003-08-22 8:00,1433.030888,-3.038707417,1406.242081,275.7911072
G2,2003-08-22 12:00,854.3237076,-0.33563757,845.7277455,-120.8866324
G2,2003-08-22 16:00,714.9225964,-0.104065246,693.3921068,-174.131287
G2,2003-08-22 20:00,270.6745468,-2.745786213,-267.6446655,-40.38617688
G2,2003-08-23 4:00,2469.566108,-0.13457582,-2469.281239,-37.50899626
G2,2003-08-23 8:00,780.4285209,2.646865382,692.4024912,-360.0659197
G2,2003-08-24 4:00,566.7558795,-2.807390292,-560.7807565,82.08026564
G2,2003-08-24 8:00,1326.132642,-2.381646251,1083.447807,764.7016635
G2,2003-08-24 12:00,713.0794705,-0.883654585,687.4267559,-189.5436269
G2,2003-08-24 20:00,290.6087681,2.864897394,-248.3960442,150.8405162
G2,2003-08-25 4:00,1661.691713,0.794732994,-1610.446617,-409.4887582
G2,2003-08-25 8:00,50.59212183,1.146730081,-8.812113218,-49.81876606
G2,2003-08-25 12:00,770.6512227,1.298219834,694.7168072,-333.5743767
G2,2003-08-26 0:00,957.6424753,2.908465641,-744.1691456,602.7365869
G2,2003-08-26 8:00,758.9725231,-2.323422257,751.8201425,103.9507771
G2,2003-08-26 12:00,1166.656584,-0.298537953,1151.541899,-187.1866441
G2,2003-08-26 16:00,273.2487286,1.377719471,94.77886534,256.2846745
G2,2003-08-27 4:00,2060.077768,2.076967863,-2036.340786,-311.8278594
G2,2003-08-27 8:00,71.10984348,-2.169867306,30.74578737,64.11946973
G2,2003-08-27 12:00,1118.169501,-1.165905161,1117.172653,-47.20483254
G2,2003-08-27 16:00,818.5556496,-0.286056379,774.8420394,-263.9188615
G2,2003-08-27 20:00,145.8800721,2.646653851,-99.17810248,106.979902
G2,2003-08-28 4:00,1816.161895,0.76136968,-1812.688735,112.2656574
G2,2003-08-28 8:00,2088.859413,-3.001853005,2082.526958,162.5272758
G2,2003-08-28 16:00,17.70690737,3.098624594,-17.69611413,-0.61815299
G2,2003-08-28 20:00,128.7256136,-0.876713257,-85.74727911,96.00878975
G2,2003-08-29 4:00,2012.567384,0.97221196,-1995.476401,-261.727732
G2,2003-08-29 8:00,62.71891304,-2.829264657,56.67152103,26.87007177
G2,2003-08-29 12:00,1934.191261,-0.58606476,1914.360303,-276.2615854
G2,2003-08-29 16:00,31.80892799,2.646784888,-25.5493136,18.94836337
G2,2003-08-30 0:00,292.3074923,-2.215995565,280.3125535,82.87666971
G2,2003-08-30 4:00,2168.111784,2.795552563,-2164.393868,126.9168744
G2,2003-08-30 12:00,1897.018221,3.085862048,1884.639472,-216.3612555
G2,2003-08-30 16:00,51.4347107,2.033365186,-17.55308086,48.34685943
G2,2003-08-30 20:00,406.864395,-1.716527652,398.5479681,81.84224509
G2,2003-08-31 4:00,2267.254242,2.915026658,-2266.599642,54.47806909
G2,2003-08-31 8:00,488.803152,-2.280730584,327.4095606,362.9483448
G2,2003-08-31 12:00,1761.438601,-0.838000711,1761.437397,-2.059416681
G2,2003-09-01 4:00,2159.046289,-2.998761504,-2137.418497,-304.8328147
G2,2003-09-01 8:00,73.534071,-2.466291829,50.32956313,53.61151624
G2,2003-09-01 12:00,2101.424167,-0.959781943,2080.028876,-299.1043389
G2,2003-09-01 20:00,707.2328435,-1.452252144,-17.16635802,-707.024477
G2,2003-09-02 8:00,2214.587468,-1.967155558,-2021.542236,904.3034014
G2,2003-09-02 12:00,1608.618715,-2.756388457,1607.609184,-56.98141822
G2,2003-09-02 20:00,58.81638156,-1.344356547,11.16631467,-57.74668957
G2,2003-09-03 4:00,852.9132314,-2.14321817,-791.6228451,317.4811039
G2,2003-09-03 8:00,773.8497641,-2.525186058,752.5809766,180.181384
G2,2003-09-03 12:00,1455.121213,-0.035304321,1426.205151,288.6461674
G2,2003-09-04 4:00,564.8668451,0.211424251,517.7998875,225.7384089
G2,2003-09-04 8:00,2081.720525,2.40182724,-1970.304004,671.9095742
G2,2003-09-04 12:00,1194.722289,-2.363818534,1076.23946,518.7195508
G2,2003-09-04 20:00,30.18108949,2.461120886,-29.37700679,6.92023375
G2,2003-09-05 4:00,3251.901046,0.879497097,-2592.42504,-1963.209827
G2,2003-09-05 8:00,107.4028912,0.254328998,-66.55406639,-84.29672163
G2,2003-09-05 12:00,1559.732834,2.460340732,1521.720986,342.2451671
G2,2003-09-06 8:00,1513.544579,-3.067294336,-1447.931953,-440.8063636
G2,2003-09-06 12:00,1830.719857,2.778932865,1826.595671,-122.8146878
G2,2003-09-06 16:00,4.388418008,0.811020867,3.229188407,2.97162495
G2,2003-09-06 20:00,93.37937695,1.988800491,-85.6807967,37.1282792
G2,2003-09-07 4:00,1804.273122,0.318695698,-1796.936411,162.5454735
G2,2003-09-07 8:00,15.73688679,-1.778458257,4.618586367,15.04387802
G2,2003-09-07 12:00,4188.528799,-0.700031321,3519.77598,2270.451618
G2,2003-09-07 16:00,28.25995951,0.568859083,11.75623192,25.69856655
G2,2003-09-07 20:00,7.36370577,1.186800937,-5.061020941,5.34885312
G2,2003-09-08 0:00,214.3547211,-2.073046915,207.3958804,54.17467353
G2,2003-09-08 4:00,1276.053037,1.630211691,-395.2452632,1213.298205
G2,2003-09-08 8:00,6354.58222,0.926294079,-6012.56368,2056.646101
G2,2003-09-08 12:00,3262.90689,-0.488531608,-2230.520167,2381.45778
G2,2003-09-08 16:00,89.00636033,-2.555744544,86.61630561,-20.48774712
G2,2003-09-08 20:00,228.0426009,1.956341862,-34.81762323,225.368944
G2,2003-09-09 4:00,3399.515085,0.397365469,-1778.753001,2897.022708
G2,2003-09-09 8:00,1338.114421,0.238736098,-949.9511814,942.413368
G2,2003-09-09 12:00,1436.723089,-0.96088131,245.1917758,1415.646222
G2,2003-09-09 20:00,9.001036854,-0.560957358,6.018981624,6.69257235
G2,2003-09-10 0:00,137.3121862,-0.703176491,136.0598215,18.50301175
G2,2003-09-10 4:00,2582.916596,1.928217885,-1221.4726,2275.843323
G2,2003-09-10 8:00,2566.199188,0.621625374,-2303.324302,1131.404186
G2,2003-09-10 12:00,3268.293483,-0.098155722,-2778.167396,1721.490114
G2,2003-09-10 16:00,3000.585515,-1.129586149,339.9321656,2981.268112
G2,2003-09-10 20:00,1913.704477,1.391191876,-1832.070029,552.9776057
G2,2003-09-11 8:00,1252.076158,-0.69234788,-691.720964,1043.655505
G2,2003-09-11 12:00,3835.866135,-0.089300475,-1825.570037,3373.597938
G2,2003-09-11 16:00,877.4357038,0.662995251,-804.087239,351.1938587
G2,2003-09-11 20:00,287.3672477,-2.308777185,262.2715455,117.4460366
G2,2003-09-12 4:00,101.6321583,3.053151114,-96.06290421,-33.18153155
G2,2003-09-12 8:00,3240.683823,-1.088892134,-2357.19073,2223.889274
G2,2003-09-12 12:00,2068.427033,-0.482528239,-674.0933885,1955.502108
G2,2003-09-12 16:00,2894.996042,-0.022140182,-882.6467021,2757.161019
G2,2003-09-12 20:00,140.115572,-1.238869297,112.2397666,83.87257185
G2,2003-09-13 0:00,958.9020523,1.485015379,-506.0739379,814.4828514
G2,2003-09-13 4:00,1105.624377,-0.275211033,-306.3475263,1062.335379
G2,2003-09-13 8:00,11.12908435,1.726114087,-10.08759697,-4.700734599
G2,2003-09-13 12:00,348.1258589,-0.382368353,-347.6239565,-18.68685278
G2,2003-09-13 20:00,92.16648216,2.081326046,49.28774791,-77.88053891
G2,2003-09-14 0:00,205.2048751,-1.321794359,-141.0067513,-149.084328
G2,2003-09-14 4:00,2486.496934,-1.813493055,-1342.922014,2092.660381
G2,2003-09-14 8:00,334.168229,0.808986438,-328.0741579,63.52757028
G2,2003-09-14 12:00,1803.703641,-0.861846368,-892.5895074,1567.364283
G2,2003-09-14 16:00,1734.174508,0.397630486,-1374.769341,1057.057465
G2,2003-09-15 0:00,926.1886972,-1.049514414,123.9260422,917.8604681
G2,2003-09-15 4:00,2352.062007,-0.069309762,475.3810212,2303.520907
G2,2003-09-15 8:00,2903.394579,0.833707152,-1710.97184,2345.692956
G2,2003-09-15 12:00,2792.667481,-0.759991533,361.4678793,2769.175442
G2,2003-09-15 16:00,977.6885356,1.118780849,-816.8265187,537.2795464
G2,2003-09-15 20:00,15.48039251,2.453992001,4.595194014,-14.78265011
G2,2003-09-16 0:00,1499.383282,3.08252211,-359.7719481,1455.580425
G2,2003-09-16 4:00,1516.072017,-0.158530159,-126.8690384,1510.754318
G2,2003-09-16 8:00,420.3369063,2.137457567,-334.5109458,-254.5300414
G2,2003-09-16 12:00,1157.1171,-0.395945464,-1119.846571,-291.3136475
G2,2003-09-16 16:00,820.4499295,0.469318645,-614.7505212,-543.341406
G2,2003-09-16 20:00,71.72277616,0.299375512,-37.34207069,-61.2350094
G2,2003-09-17 0:00,2111.449213,0.698600418,317.6076037,-2087.425014
G2,2003-09-17 4:00,3481.711974,0.451541524,1973.204255,-2868.585581
G2,2003-09-17 12:00,2055.175631,0.125250981,1367.142096,-1534.493194
G2,2003-09-17 20:00,56.81548589,-2.657191709,-53.20123864,19.94060291
G2,2003-09-18 0:00,155.6408657,1.722838251,-31.92199441,-152.332089
G2,2003-09-18 4:00,4583.407817,1.607090995,4517.126185,-776.6583878
G2,2003-09-18 12:00,2495.544958,-2.362797622,-2047.577112,-1426.594759
G2,2003-09-18 16:00,711.447114,-1.104360709,-625.7680281,338.4839302
G2,2003-09-18 20:00,770.3126044,1.895836726,-130.9282179,-759.1042816
G2,2003-09-19 4:00,1022.388351,1.499403172,992.5500285,-245.1986568
G2,2003-09-19 12:00,3501.243337,-2.816909981,-3489.337036,-288.4994887
G2,2003-09-19 20:00,906.1786871,-0.672917298,-752.7665907,504.4821829
G2,2003-09-20 0:00,549.7844209,-2.743646404,539.631639,-105.1694042
G2,2003-09-20 8:00,347.3649398,0.376518517,341.4987653,63.56881887
G2,2003-09-20 16:00,1172.216042,-0.721845491,1006.740128,-600.4704521
G2,2003-09-20 20:00,27.38627416,0.038301224,24.04022449,-13.11775967
G2,2003-09-21 0:00,3215.546627,-0.164432429,2532.476273,-1981.490358
